,start,end
4017,2020-06-16T01:18:08.000Z,2020-06-16T01:28:08.000Z
4018,2020-06-16T10:42:42.000Z,2020-06-16T10:52:42.000Z
4019,2020-06-16T01:38:14.000Z,2020-06-16T01:48:14.000Z
4020,2020-06-16T13:36:10.000Z,2020-06-16T13:46:10.000Z
4021,2020-06-16T14:36:08.000Z,2020-06-16T14:46:08.000Z
4022,2020-06-16T06:53:37.000Z,2020-06-16T07:03:37.000Z
4023,2020-06-16T08:54:09.000Z,2020-06-16T09:04:09.000Z
4024,2020-06-16T08:07:06.000Z,2020-06-16T08:17:06.000Z
4025,2020-06-16T09:11:08.000Z,2020-06-16T09:21:08.000Z
4026,2020-06-16T10:42:32.000Z,2020-06-16T10:52:32.000Z
4027,2020-06-16T23:52:20.000Z,2020-06-17T00:02:20.000Z
4028,2020-06-16T04:25:54.000Z,2020-06-16T04:35:54.000Z
4029,2020-06-16T20:04:42.000Z,2020-06-16T20:14:42.000Z
4030,2020-06-16T19:51:43.000Z,2020-06-16T20:01:43.000Z
4031,2020-06-16T13:20:20.000Z,2020-06-16T13:30:20.000Z
4032,2020-06-17T06:41:38.000Z,2020-06-17T06:51:38.000Z
4033,2020-06-17T00:45:40.000Z,2020-06-17T00:55:40.000Z
4034,2020-06-17T04:22:14.000Z,2020-06-17T04:32:14.000Z
4035,2020-06-17T08:52:08.000Z,2020-06-17T09:02:08.000Z
4036,2020-06-17T00:51:13.000Z,2020-06-17T01:01:13.000Z
4037,2020-06-17T22:38:27.000Z,2020-06-17T22:48:27.000Z
4038,2020-06-17T01:29:20.000Z,2020-06-17T01:39:20.000Z
4039,2020-06-17T00:41:18.000Z,2020-06-17T00:51:18.000Z
4040,2020-06-17T10:51:01.000Z,2020-06-17T11:01:01.000Z
4041,2020-06-17T18:10:28.000Z,2020-06-17T18:20:28.000Z
4042,2020-06-17T00:52:09.000Z,2020-06-17T01:02:09.000Z
4043,2020-06-17T02:26:04.000Z,2020-06-17T02:36:04.000Z
4044,2020-06-17T13:01:59.000Z,2020-06-17T13:11:59.000Z
4045,2020-06-17T13:29:02.000Z,2020-06-17T13:39:02.000Z
4046,2020-06-17T21:01:51.000Z,2020-06-17T21:11:51.000Z
4047,2020-06-17T03:41:12.000Z,2020-06-17T03:51:12.000Z
4048,2020-06-17T19:17:54.000Z,2020-06-17T19:27:54.000Z
4049,2020-06-17T21:55:20.000Z,2020-06-17T22:05:20.000Z
4050,2020-06-17T11:18:27.000Z,2020-06-17T11:28:27.000Z
4051,2020-06-17T21:26:56.000Z,2020-06-17T21:36:56.000Z
4052,2020-06-17T02:41:21.000Z,2020-06-17T02:51:21.000Z
4053,2020-06-17T22:14:58.000Z,2020-06-17T22:24:58.000Z
4054,2020-06-17T00:06:19.000Z,2020-06-17T00:16:19.000Z
4055,2020-06-17T08:21:29.000Z,2020-06-17T08:31:29.000Z
4056,2020-06-18T03:45:48.000Z,2020-06-18T03:55:48.000Z
4057,2020-06-18T22:52:13.000Z,2020-06-18T23:02:13.000Z
4058,2020-06-18T14:17:59.000Z,2020-06-18T14:27:59.000Z
4059,2020-06-18T19:11:34.000Z,2020-06-18T19:21:34.000Z
4060,2020-06-18T23:54:43.000Z,2020-06-19T00:04:43.000Z
4061,2020-06-18T15:52:45.000Z,2020-06-18T16:02:45.000Z
4062,2020-06-18T22:26:14.000Z,2020-06-18T22:36:14.000Z
4063,2020-06-18T00:47:32.000Z,2020-06-18T00:57:32.000Z
4064,2020-06-18T07:59:58.000Z,2020-06-18T08:09:58.000Z
4065,2020-06-18T10:16:10.000Z,2020-06-18T10:26:10.000Z
4066,2020-06-18T17:04:38.000Z,2020-06-18T17:14:38.000Z
4067,2020-06-18T03:28:39.000Z,2020-06-18T03:38:39.000Z
4068,2020-06-18T03:44:19.000Z,2020-06-18T03:54:19.000Z
4069,2020-06-18T06:48:59.000Z,2020-06-18T06:58:59.000Z
4070,2020-06-18T19:23:52.000Z,2020-06-18T19:33:52.000Z
4071,2020-06-18T16:32:03.000Z,2020-06-18T16:42:03.000Z
4072,2020-06-18T16:04:09.000Z,2020-06-18T16:14:09.000Z
4073,2020-06-18T18:21:31.000Z,2020-06-18T18:31:31.000Z
4074,2020-06-18T16:06:56.000Z,2020-06-18T16:16:56.000Z
4075,2020-06-18T01:27:39.000Z,2020-06-18T01:37:39.000Z
4076,2020-06-18T04:39:01.000Z,2020-06-18T04:49:01.000Z
4077,2020-06-18T06:47:03.000Z,2020-06-18T06:57:03.000Z
4078,2020-06-18T11:32:24.000Z,2020-06-18T11:42:24.000Z
4079,2020-06-18T16:49:52.000Z,2020-06-18T16:59:52.000Z
4080,2020-06-19T19:34:37.000Z,2020-06-19T19:44:37.000Z
4081,2020-06-19T14:57:11.000Z,2020-06-19T15:07:11.000Z
4082,2020-06-19T19:22:29.000Z,2020-06-19T19:32:29.000Z
4083,2020-06-19T22:55:11.000Z,2020-06-19T23:05:11.000Z
4084,2020-06-19T15:25:29.000Z,2020-06-19T15:35:29.000Z
4085,2020-06-19T01:51:45.000Z,2020-06-19T02:01:45.000Z
4086,2020-06-19T22:48:29.000Z,2020-06-19T22:58:29.000Z
4087,2020-06-19T18:30:06.000Z,2020-06-19T18:40:06.000Z
4088,2020-06-19T12:34:30.000Z,2020-06-19T12:44:30.000Z
4089,2020-06-19T12:16:30.000Z,2020-06-19T12:26:30.000Z
4090,2020-06-19T18:51:22.000Z,2020-06-19T19:01:22.000Z
4091,2020-06-19T21:55:33.000Z,2020-06-19T22:05:33.000Z
4092,2020-06-19T08:56:17.000Z,2020-06-19T09:06:17.000Z
4093,2020-06-19T21:50:26.000Z,2020-06-19T22:00:26.000Z
4094,2020-06-19T05:39:38.000Z,2020-06-19T05:49:38.000Z
4095,2020-06-19T16:10:14.000Z,2020-06-19T16:20:14.000Z
4096,2020-06-19T21:24:27.000Z,2020-06-19T21:34:27.000Z
4097,2020-06-19T09:38:35.000Z,2020-06-19T09:48:35.000Z
4098,2020-06-19T15:44:50.000Z,2020-06-19T15:54:50.000Z
4099,2020-06-19T00:15:15.000Z,2020-06-19T00:25:15.000Z
4100,2020-06-19T20:24:48.000Z,2020-06-19T20:34:48.000Z
4101,2020-06-19T16:58:19.000Z,2020-06-19T17:08:19.000Z
4102,2020-06-19T10:16:38.000Z,2020-06-19T10:26:38.000Z
4103,2020-06-19T08:19:34.000Z,2020-06-19T08:29:34.000Z
4104,2020-06-20T19:40:08.000Z,2020-06-20T19:50:08.000Z
4105,2020-06-20T14:53:25.000Z,2020-06-20T15:03:25.000Z
4106,2020-06-20T13:21:52.000Z,2020-06-20T13:31:52.000Z
4107,2020-06-20T09:45:18.000Z,2020-06-20T09:55:18.000Z
4108,2020-06-20T09:31:57.000Z,2020-06-20T09:41:57.000Z
4109,2020-06-20T03:28:04.000Z,2020-06-20T03:38:04.000Z
4110,2020-06-20T01:35:14.000Z,2020-06-20T01:45:14.000Z
4111,2020-06-20T10:36:54.000Z,2020-06-20T10:46:54.000Z
4112,2020-06-20T10:03:00.000Z,2020-06-20T10:13:00.000Z
4113,2020-06-20T16:22:51.000Z,2020-06-20T16:32:51.000Z
4114,2020-06-20T13:19:53.000Z,2020-06-20T13:29:53.000Z
4115,2020-06-20T12:58:01.000Z,2020-06-20T13:08:01.000Z
4116,2020-06-20T10:32:40.000Z,2020-06-20T10:42:40.000Z
4117,2020-06-20T00:23:14.000Z,2020-06-20T00:33:14.000Z
4118,2020-06-20T06:21:39.000Z,2020-06-20T06:31:39.000Z
4119,2020-06-20T03:52:23.000Z,2020-06-20T04:02:23.000Z
4120,2020-06-20T06:03:20.000Z,2020-06-20T06:13:20.000Z
4121,2020-06-20T10:58:39.000Z,2020-06-20T11:08:39.000Z
4122,2020-06-20T17:46:10.000Z,2020-06-20T17:56:10.000Z
4123,2020-06-20T07:46:59.000Z,2020-06-20T07:56:59.000Z
4124,2020-06-20T07:24:40.000Z,2020-06-20T07:34:40.000Z
4125,2020-06-20T04:46:32.000Z,2020-06-20T04:56:32.000Z
4126,2020-06-20T02:15:14.000Z,2020-06-20T02:25:14.000Z
4127,2020-06-20T20:19:56.000Z,2020-06-20T20:29:56.000Z
4128,2020-06-21T09:14:38.000Z,2020-06-21T09:24:38.000Z
4129,2020-06-21T00:42:39.000Z,2020-06-21T00:52:39.000Z
4130,2020-06-21T18:09:20.000Z,2020-06-21T18:19:20.000Z
4131,2020-06-21T15:11:29.000Z,2020-06-21T15:21:29.000Z
4132,2020-06-21T03:24:01.000Z,2020-06-21T03:34:01.000Z
4133,2020-06-21T11:26:10.000Z,2020-06-21T11:36:10.000Z
4134,2020-06-21T22:36:58.000Z,2020-06-21T22:46:58.000Z
4135,2020-06-21T00:39:57.000Z,2020-06-21T00:49:57.000Z
4136,2020-06-21T05:38:20.000Z,2020-06-21T05:48:20.000Z
4137,2020-06-21T00:55:43.000Z,2020-06-21T01:05:43.000Z
4138,2020-06-21T02:58:27.000Z,2020-06-21T03:08:27.000Z
4139,2020-06-21T19:32:11.000Z,2020-06-21T19:42:11.000Z
4140,2020-06-21T13:01:40.000Z,2020-06-21T13:11:40.000Z
4141,2020-06-21T18:56:54.000Z,2020-06-21T19:06:54.000Z
4142,2020-06-21T03:48:05.000Z,2020-06-21T03:58:05.000Z
4143,2020-06-21T04:07:39.000Z,2020-06-21T04:17:39.000Z
4144,2020-06-21T23:01:19.000Z,2020-06-21T23:11:19.000Z
4145,2020-06-21T00:09:20.000Z,2020-06-21T00:19:20.000Z
4146,2020-06-21T10:47:37.000Z,2020-06-21T10:57:37.000Z
4147,2020-06-21T08:55:13.000Z,2020-06-21T09:05:13.000Z
4148,2020-06-21T08:13:22.000Z,2020-06-21T08:23:22.000Z
4149,2020-06-21T12:09:41.000Z,2020-06-21T12:19:41.000Z
4150,2020-06-21T03:52:44.000Z,2020-06-21T04:02:44.000Z
4151,2020-06-21T13:50:11.000Z,2020-06-21T14:00:11.000Z
4152,2020-06-22T22:40:17.000Z,2020-06-22T22:50:17.000Z
4153,2020-06-22T17:47:04.000Z,2020-06-22T17:57:04.000Z
4154,2020-06-22T01:55:15.000Z,2020-06-22T02:05:15.000Z
4155,2020-06-22T06:22:47.000Z,2020-06-22T06:32:47.000Z
4156,2020-06-22T05:18:19.000Z,2020-06-22T05:28:19.000Z
4157,2020-06-22T01:28:53.000Z,2020-06-22T01:38:53.000Z
4158,2020-06-22T10:12:20.000Z,2020-06-22T10:22:20.000Z
4159,2020-06-22T01:52:16.000Z,2020-06-22T02:02:16.000Z
4160,2020-06-22T07:28:50.000Z,2020-06-22T07:38:50.000Z
4161,2020-06-22T13:56:31.000Z,2020-06-22T14:06:31.000Z
4162,2020-06-22T00:01:10.000Z,2020-06-22T00:11:10.000Z
4163,2020-06-22T03:33:42.000Z,2020-06-22T03:43:42.000Z
4164,2020-06-22T09:58:21.000Z,2020-06-22T10:08:21.000Z
4165,2020-06-22T09:48:27.000Z,2020-06-22T09:58:27.000Z
4166,2020-06-22T16:41:42.000Z,2020-06-22T16:51:42.000Z
4167,2020-06-22T12:48:31.000Z,2020-06-22T12:58:31.000Z
4168,2020-06-22T15:10:30.000Z,2020-06-22T15:20:30.000Z
4169,2020-06-22T06:27:37.000Z,2020-06-22T06:37:37.000Z
4170,2020-06-22T15:00:29.000Z,2020-06-22T15:10:29.000Z
4171,2020-06-22T17:14:14.000Z,2020-06-22T17:24:14.000Z
4172,2020-06-22T03:07:55.000Z,2020-06-22T03:17:55.000Z
4173,2020-06-22T21:42:32.000Z,2020-06-22T21:52:32.000Z
4174,2020-06-22T19:13:01.000Z,2020-06-22T19:23:01.000Z
4175,2020-06-22T00:28:48.000Z,2020-06-22T00:38:48.000Z
4176,2020-06-23T16:21:12.000Z,2020-06-23T16:31:12.000Z
4177,2020-06-23T18:26:01.000Z,2020-06-23T18:36:01.000Z
4178,2020-06-23T08:47:59.000Z,2020-06-23T08:57:59.000Z
4179,2020-06-23T23:37:23.000Z,2020-06-23T23:47:23.000Z
4180,2020-06-23T21:49:21.000Z,2020-06-23T21:59:21.000Z
4181,2020-06-23T05:16:21.000Z,2020-06-23T05:26:21.000Z
4182,2020-06-23T08:48:01.000Z,2020-06-23T08:58:01.000Z
4183,2020-06-23T02:48:37.000Z,2020-06-23T02:58:37.000Z
4184,2020-06-23T18:08:03.000Z,2020-06-23T18:18:03.000Z
4185,2020-06-23T09:00:50.000Z,2020-06-23T09:10:50.000Z
4186,2020-06-23T19:09:50.000Z,2020-06-23T19:19:50.000Z
4187,2020-06-23T14:01:47.000Z,2020-06-23T14:11:47.000Z
4188,2020-06-23T22:45:37.000Z,2020-06-23T22:55:37.000Z
4189,2020-06-23T09:25:52.000Z,2020-06-23T09:35:52.000Z
4190,2020-06-23T14:34:35.000Z,2020-06-23T14:44:35.000Z
4191,2020-06-23T05:41:27.000Z,2020-06-23T05:51:27.000Z
4192,2020-06-23T05:54:36.000Z,2020-06-23T06:04:36.000Z
4193,2020-06-23T10:41:02.000Z,2020-06-23T10:51:02.000Z
4194,2020-06-23T22:24:51.000Z,2020-06-23T22:34:51.000Z
4195,2020-06-23T13:49:57.000Z,2020-06-23T13:59:57.000Z
4196,2020-06-23T11:36:07.000Z,2020-06-23T11:46:07.000Z
4197,2020-06-23T09:46:04.000Z,2020-06-23T09:56:04.000Z
4198,2020-06-23T13:03:58.000Z,2020-06-23T13:13:58.000Z
4199,2020-06-23T11:51:34.000Z,2020-06-23T12:01:34.000Z
4200,2020-06-24T06:56:37.000Z,2020-06-24T07:06:37.000Z
4201,2020-06-24T17:53:07.000Z,2020-06-24T18:03:07.000Z
4202,2020-06-24T13:22:23.000Z,2020-06-24T13:32:23.000Z
4203,2020-06-24T21:28:51.000Z,2020-06-24T21:38:51.000Z
4204,2020-06-24T23:01:58.000Z,2020-06-24T23:11:58.000Z
4205,2020-06-24T15:41:37.000Z,2020-06-24T15:51:37.000Z
4206,2020-06-24T15:37:35.000Z,2020-06-24T15:47:35.000Z
4207,2020-06-24T19:00:32.000Z,2020-06-24T19:10:32.000Z
4208,2020-06-24T07:15:57.000Z,2020-06-24T07:25:57.000Z
4209,2020-06-24T20:00:41.000Z,2020-06-24T20:10:41.000Z
4210,2020-06-24T03:23:40.000Z,2020-06-24T03:33:40.000Z
4211,2020-06-24T05:25:20.000Z,2020-06-24T05:35:20.000Z
4212,2020-06-24T15:08:24.000Z,2020-06-24T15:18:24.000Z
4213,2020-06-24T11:29:32.000Z,2020-06-24T11:39:32.000Z
4214,2020-06-24T09:46:41.000Z,2020-06-24T09:56:41.000Z
4215,2020-06-24T07:27:35.000Z,2020-06-24T07:37:35.000Z
4216,2020-06-24T14:33:37.000Z,2020-06-24T14:43:37.000Z
4217,2020-06-24T07:14:02.000Z,2020-06-24T07:24:02.000Z
4218,2020-06-24T03:45:13.000Z,2020-06-24T03:55:13.000Z
4219,2020-06-24T18:04:13.000Z,2020-06-24T18:14:13.000Z
4220,2020-06-24T15:19:53.000Z,2020-06-24T15:29:53.000Z
4221,2020-06-24T02:26:00.000Z,2020-06-24T02:36:00.000Z
4222,2020-06-24T04:54:47.000Z,2020-06-24T05:04:47.000Z
4223,2020-06-24T07:41:02.000Z,2020-06-24T07:51:02.000Z
4224,2020-06-25T19:49:21.000Z,2020-06-25T19:59:21.000Z
4225,2020-06-25T01:16:14.000Z,2020-06-25T01:26:14.000Z
4226,2020-06-25T14:55:48.000Z,2020-06-25T15:05:48.000Z
4227,2020-06-25T02:31:53.000Z,2020-06-25T02:41:53.000Z
4228,2020-06-25T07:54:46.000Z,2020-06-25T08:04:46.000Z
4229,2020-06-25T13:38:15.000Z,2020-06-25T13:48:15.000Z
4230,2020-06-25T23:16:29.000Z,2020-06-25T23:26:29.000Z
4231,2020-06-25T21:59:25.000Z,2020-06-25T22:09:25.000Z
4232,2020-06-25T09:59:01.000Z,2020-06-25T10:09:01.000Z
4233,2020-06-25T08:04:34.000Z,2020-06-25T08:14:34.000Z
4234,2020-06-25T20:51:12.000Z,2020-06-25T21:01:12.000Z
4235,2020-06-25T12:10:13.000Z,2020-06-25T12:20:13.000Z
4236,2020-06-25T02:29:08.000Z,2020-06-25T02:39:08.000Z
4237,2020-06-25T11:19:51.000Z,2020-06-25T11:29:51.000Z
4238,2020-06-25T05:22:30.000Z,2020-06-25T05:32:30.000Z
4239,2020-06-25T15:22:26.000Z,2020-06-25T15:32:26.000Z
4240,2020-06-25T21:39:04.000Z,2020-06-25T21:49:04.000Z
4241,2020-06-25T21:51:13.000Z,2020-06-25T22:01:13.000Z
4242,2020-06-25T10:28:45.000Z,2020-06-25T10:38:45.000Z
4243,2020-06-25T04:45:54.000Z,2020-06-25T04:55:54.000Z
4244,2020-06-25T13:09:41.000Z,2020-06-25T13:19:41.000Z
4245,2020-06-25T10:47:30.000Z,2020-06-25T10:57:30.000Z
4246,2020-06-25T11:45:16.000Z,2020-06-25T11:55:16.000Z
4247,2020-06-25T09:39:24.000Z,2020-06-25T09:49:24.000Z
4248,2020-06-26T06:34:04.000Z,2020-06-26T06:44:04.000Z
4249,2020-06-26T10:34:42.000Z,2020-06-26T10:44:42.000Z
4250,2020-06-26T08:01:56.000Z,2020-06-26T08:11:56.000Z
4251,2020-06-26T19:28:41.000Z,2020-06-26T19:38:41.000Z
4252,2020-06-26T09:47:45.000Z,2020-06-26T09:57:45.000Z
4253,2020-06-26T09:29:22.000Z,2020-06-26T09:39:22.000Z
4254,2020-06-26T19:33:36.000Z,2020-06-26T19:43:36.000Z
4255,2020-06-26T03:49:38.000Z,2020-06-26T03:59:38.000Z
4256,2020-06-26T13:20:19.000Z,2020-06-26T13:30:19.000Z
4257,2020-06-26T22:52:22.000Z,2020-06-26T23:02:22.000Z
4258,2020-06-26T20:45:54.000Z,2020-06-26T20:55:54.000Z
4259,2020-06-26T18:57:14.000Z,2020-06-26T19:07:14.000Z
4260,2020-06-26T04:36:43.000Z,2020-06-26T04:46:43.000Z
4261,2020-06-26T00:54:53.000Z,2020-06-26T01:04:53.000Z
4262,2020-06-26T08:31:31.000Z,2020-06-26T08:41:31.000Z
4263,2020-06-26T13:00:15.000Z,2020-06-26T13:10:15.000Z
4264,2020-06-26T06:18:27.000Z,2020-06-26T06:28:27.000Z
4265,2020-06-26T16:03:58.000Z,2020-06-26T16:13:58.000Z
4266,2020-06-26T06:16:56.000Z,2020-06-26T06:26:56.000Z
4267,2020-06-26T13:16:41.000Z,2020-06-26T13:26:41.000Z
4268,2020-06-26T01:02:58.000Z,2020-06-26T01:12:58.000Z
4269,2020-06-26T12:43:02.000Z,2020-06-26T12:53:02.000Z
4270,2020-06-26T03:03:40.000Z,2020-06-26T03:13:40.000Z
4271,2020-06-26T23:55:40.000Z,2020-06-27T00:05:40.000Z
4272,2020-06-27T13:51:51.000Z,2020-06-27T14:01:51.000Z
4273,2020-06-27T10:55:40.000Z,2020-06-27T11:05:40.000Z
4274,2020-06-27T11:29:40.000Z,2020-06-27T11:39:40.000Z
4275,2020-06-27T12:21:46.000Z,2020-06-27T12:31:46.000Z
4276,2020-06-27T22:45:20.000Z,2020-06-27T22:55:20.000Z
4277,2020-06-27T23:00:01.000Z,2020-06-27T23:10:01.000Z
4278,2020-06-27T09:14:45.000Z,2020-06-27T09:24:45.000Z
4279,2020-06-27T10:57:58.000Z,2020-06-27T11:07:58.000Z
4280,2020-06-27T08:52:54.000Z,2020-06-27T09:02:54.000Z
4281,2020-06-27T18:16:34.000Z,2020-06-27T18:26:34.000Z
4282,2020-06-27T14:24:32.000Z,2020-06-27T14:34:32.000Z
4283,2020-06-27T02:48:21.000Z,2020-06-27T02:58:21.000Z
4284,2020-06-27T20:13:55.000Z,2020-06-27T20:23:55.000Z
4285,2020-06-27T04:19:36.000Z,2020-06-27T04:29:36.000Z
4286,2020-06-27T08:22:12.000Z,2020-06-27T08:32:12.000Z
4287,2020-06-27T02:28:30.000Z,2020-06-27T02:38:30.000Z
4288,2020-06-27T09:15:18.000Z,2020-06-27T09:25:18.000Z
4289,2020-06-27T19:04:04.000Z,2020-06-27T19:14:04.000Z
4290,2020-06-27T21:54:48.000Z,2020-06-27T22:04:48.000Z
4291,2020-06-27T21:47:53.000Z,2020-06-27T21:57:53.000Z
4292,2020-06-27T04:52:44.000Z,2020-06-27T05:02:44.000Z
4293,2020-06-27T11:05:01.000Z,2020-06-27T11:15:01.000Z
4294,2020-06-27T10:22:24.000Z,2020-06-27T10:32:24.000Z
4295,2020-06-27T21:11:56.000Z,2020-06-27T21:21:56.000Z
4296,2020-06-28T08:10:17.000Z,2020-06-28T08:20:17.000Z
4297,2020-06-28T17:55:07.000Z,2020-06-28T18:05:07.000Z
4298,2020-06-28T00:14:31.000Z,2020-06-28T00:24:31.000Z
4299,2020-06-28T00:36:21.000Z,2020-06-28T00:46:21.000Z
4300,2020-06-28T10:56:57.000Z,2020-06-28T11:06:57.000Z
4301,2020-06-28T20:09:17.000Z,2020-06-28T20:19:17.000Z
4302,2020-06-28T10:40:29.000Z,2020-06-28T10:50:29.000Z
4303,2020-06-28T02:58:53.000Z,2020-06-28T03:08:53.000Z
4304,2020-06-28T04:12:46.000Z,2020-06-28T04:22:46.000Z
4305,2020-06-28T11:39:57.000Z,2020-06-28T11:49:57.000Z
4306,2020-06-28T13:11:08.000Z,2020-06-28T13:21:08.000Z
4307,2020-06-28T12:39:10.000Z,2020-06-28T12:49:10.000Z
4308,2020-06-28T19:04:42.000Z,2020-06-28T19:14:42.000Z
4309,2020-06-28T06:13:05.000Z,2020-06-28T06:23:05.000Z
4310,2020-06-28T08:17:21.000Z,2020-06-28T08:27:21.000Z
4311,2020-06-28T11:53:04.000Z,2020-06-28T12:03:04.000Z
4312,2020-06-28T00:49:01.000Z,2020-06-28T00:59:01.000Z
4313,2020-06-28T11:19:10.000Z,2020-06-28T11:29:10.000Z
